00000061,Ronald,Pena,017,QB,225,127,953296.22
00000062,Jimmy,Obrien,015,WR,144,35,880413.14
00000063,Adrian,Novak,029,WR,28,17,265809.42
00000064,Christian,Sharp,026,QB,164,270,550941.7
00000065,Brian,Everett,016,WR,163,441,588216.98
00000066,William,Galvan,021,WR,251,346,665702.36
00000067,Christopher,Kelly,008,WR,220,13,233525.58
00000068,David,Smith,022,WR,52,213,287839.72
00000069,Brian,Bautista,025,QB,206,244,379712.75
00000070,Joshua,Thomas,012,RB,177,283,824753.13
00000071,Mitchell,Nicholson,027,RB,254,128,371849.67
00000072,Michael,Moss,031,RB,82,234,503780.48
00000073,Hunter,Montgomery,025,WR,260,437,128968.31
00000074,Marcus,Barnes,022,RB,82,237,699483.52
00000075,Benjamin,Tran,010,WR,44,15,635110.02
00000076,William,Barr,025,WR,279,8,245739.73
00000077,Jason,Smith,029,WR,200,211,342404.3
00000078,Caleb,Ortega,025,QB,183,282,916189.56
00000079,Matthew,Mendoza,004,RB,48,154,480713.72
00000080,Kevin,Smith,012,RB,80,441,665098.29
00000081,Adrian,Newman,015,QB,165,325,303312.42
00000082,Brian,Vasquez,003,QB,105,411,618484.62
00000083,Joseph,Parker,018,QB,135,309,612975.76
00000084,Sean,Burton,017,RB,239,381,274579.52
00000085,Scott,Hill,021,QB,79,182,760080.24
00000086,Ethan,Erickson,007,WR,40,499,115664.44
00000087,Joshua,Bell,016,RB,222,-61,863867.15
00000088,Johnny,Ortiz,031,WR,120,131,858296.95
00000089,Anthony,Hawkins,029,RB,109,445,396457.18
00000090,Eric,Beck,007,RB,82,-58,295187.91
00000091,James,Myers,005,WR,70,440,357102.71
00000092,Edward,Hamilton,032,WR,100,-60,138082.58
00000093,Timothy,Welch,016,QB,174,-58,192070.91
00000094,Hunter,Dunn,024,RB,239,10,304432.53
00000095,Aaron,Moore,029,WR,37,249,803650.7
00000096,Hunter,Wilkins,019,RB,230,150,962072.25
00000097,Timothy,Flores,006,QB,67,157,128103.18
00000098,Andrew,Duffy,010,WR,73,403,553724.93
00000099,Steven,Smith,009,WR,162,314,521077.47
00000100,Joshua,Taylor,013,RB,244,-43,740431.45
00000101,David,Howell,001,RB,240,-66,800273.46
00000102,Joshua,Hall,004,RB,221,-11,804096.49
00000103,William,Perkins,030,QB,6,441,120464.19
00000104,Victor,Scott,003,WR,167,355,961917.29
00000105,Mike,Mclaughlin,021,RB,6,34,383943.56
00000106,Justin,Chung,031,WR,208,241,924464.02
00000107,Jason,King,031,RB,170,479,395633.48
00000108,Michael,Morris,019,WR,139,-22,524049.17
00000109,John,Sutton,028,WR,197,-42,976490.56
00000110,Robert,Diaz,012,WR,245,463,585467.63
00000111,Ryan,Richmond,014,WR,193,358,357960.82
00000112,Vincent,Levy,026,QB,127,215,825820.18
00000113,Bryan,Garcia,019,QB,231,424,704511.46
00000114,Craig,Jensen,025,RB,158,174,517973.64
00000115,Michael,Juarez,025,QB,100,195,917911.4
00000116,Eric,Snyder,026,QB,129,-42,491105.72
00000117,Reginald,Reid,004,QB,251,244,617679.3
00000118,Jesse,Saunders,003,QB,272,154,976231.38
00000119,Nathaniel,Walton,011,WR,197,162,592822.99
00000120,Mark,Campbell,025,RB,37,499,560600.25
00000121,John,Hunt,026,WR,191,128,200964.38
00000122,Jose,Davis,031,QB,270,360,456187.74
00000123,Bruce,Wilson,008,RB,253,-92,903752.51
00000124,Mark,Holmes,010,RB,73,26,110107.96
00000125,David,Sutton,001,WR,86,-44,609614.14
00000126,Randy,Mercer,026,WR,157,112,512211.39
00000127,Richard,Ryan,016,WR,286,364,199604.02
00000128,Jeremy,Sanchez,023,QB,224,-81,220063.09
00000129,Christopher,Clay,031,WR,135,76,666426.75
00000130,Kenneth,Lopez,017,RB,157,473,121007.63
00000131,Mike,Wagner,001,WR,46,126,708937.35
00000132,Cory,Brown,027,WR,8,183,819300.23
00000133,Arthur,Berg,013,RB,116,-83,940447.83
00000134,John,Mitchell,017,QB,0,341,670210.66
00000135,Russell,Clements,021,RB,36,150,101502.59
00000136,Justin,Sullivan,027,QB,9,71,527808.11
00000137,Robert,Banks,018,WR,27,210,315460.46
00000138,Scott,Burns,016,RB,172,108,843264.59
00000139,Brett,Rodriguez,011,RB,220,107,605803.65
00000140,Rodney,Sanford,023,RB,290,455,388888.03
00000141,Steven,Hayes,026,WR,121,71,834069.48
00000142,Ronald,Wiley,018,QB,28,197,604846.4
00000143,Charles,Osborne,013,RB,225,94,291015.08
00000144,Christopher,Glover,017,RB,145,426,782955.62
00000145,Kenneth,Wells,005,WR,6,-11,906267.51
00000146,John,Olson,015,WR,221,316,730591.81
00000147,William,Phillips,019,RB,180,-58,571601.05
00000148,Shawn,Huang,005,QB,201,340,626338.15
00000149,Sergio,Allen,004,RB,293,-60,290039.52
00000150,Tommy,Nelson,029,RB,256,421,121570.08
00000151,Kyle,Flynn,021,WR,162,-45,650072.27
00000152,Jamie,Fox,028,QB,68,-50,536286.48
00000153,Jeremy,Burke,017,RB,82,438,347693.69
00000154,William,Dillon,031,WR,182,454,465635.6
00000155,Lee,May,018,QB,223,-82,953550.28
00000156,Jonathan,Young,005,QB,124,348,270126.57
00000157,Christopher,Phillips,028,WR,140,232,289607.71
00000158,Eric,Stephens,006,QB,2,383,901322.27
00000159,Michael,Cross,032,QB,52,1,622991.54
00000160,Gerald,Ryan,011,WR,228,266,805989.65
00000161,Charles,Moody,026,QB,33,-81,779534.96
00000162,Thomas,Morgan,010,WR,268,277,386330.14
00000163,Daniel,Gill,015,RB,71,490,262957.16
00000164,Michael,Schmidt,007,QB,132,452,218151.56
00000165,Tim,Rivera,032,RB,147,338,434756.1
00000166,Robert,Jones,007,RB,63,458,844703.1
00000167,Mark,Wilson,030,RB,162,-42,361924.98
00000168,Scott,Bright,028,QB,163,129,432782.59
00000169,Hector,Villarreal,016,QB,161,398,942573.94
00000170,Walter,Turner,011,WR,201,96,581009.45
00000171,Frederick,Klein,026,WR,160,3,668480.35
00000172,Benjamin,Thomas,018,WR,266,443,589940.57
00000173,Connor,Clark,022,RB,228,413,301556.32
00000174,Mitchell,Phillips,025,QB,238,479,295331.99
00000175,Philip,Gates,010,QB,227,314,335309.26
00000176,John,Perez,011,QB,95,-70,874941.57
00000177,Casey,Owens,025,WR,164,282,879465.81
00000178,Samuel,Martin,010,WR,158,414,792651.32
00000179,Brian,Stuart,007,QB,162,484,753073.31
00000180,Matthew,Lindsey,020,RB,268,447,330150.67
00000181,Brandon,Martin,029,QB,54,473,131380.56
00000182,Brandon,Pearson,032,WR,176,293,652387.21
00000183,Andrew,Miller,009,WR,271,111,352479.2
00000184,Randy,House,024,QB,252,93,265653.49
00000185,Justin,Brown,009,WR,244,-36,430659.8
00000186,Michael,Mitchell,032,QB,179,357,490012.33
00000187,Eric,Mack,012,RB,249,34,323099.14
00000188,Darren,Williams,006,RB,199,452,227491.12
00000189,Alex,Townsend,006,QB,5,131,558030.78
00000190,Cody,Ramos,031,RB,174,-59,538640.94
00000191,John,Clayton,008,WR,37,-38,428282.6
00000192,Henry,Johns,022,RB,98,404,969928.28
00000193,Ryan,Bell,030,WR,72,384,880207.13
00000194,Sean,Perez,026,RB,54,220,220598.28
00000195,Steven,Maddox,004,QB,128,107,721470.8
00000196,Corey,Robinson,018,RB,8,461,728778.72
00000197,Richard,Moore,002,QB,94,296,857348.89
00000198,Timothy,Rowland,021,WR,14,-36,161672.69
00000199,David,Martin,013,WR,221,366,526238.35
00000200,Dennis,Carroll,026,RB,222,314,988481.18
00000201,Kevin,Hernandez,007,RB,244,365,987558.95
00000202,David,Brown,025,WR,197,284,146397.01
00000203,Jeffrey,Myers,015,RB,67,462,183650.11
00000204,Matthew,Garcia,029,RB,94,-58,442732.0
00000205,Scott,White,008,QB,122,187,336384.45
00000206,Michael,Williams,010,RB,17,325,304430.41
00000207,Patrick,Jenkins,012,RB,185,86,113735.91
00000208,Blake,Glover,026,WR,175,341,810585.66
00000209,Robert,Fields,009,RB,117,121,327435.39
00000210,James,Arias,012,WR,22,395,424386.17
00000211,Zachary,Shah,028,RB,247,391,527317.39
00000212,Ryan,Johnson,016,RB,150,460,554806.69
00000213,Ryan,Blevins,006,QB,43,-72,744313.6
00000214,Thomas,Delgado,002,QB,184,180,270350.17
00000215,Timothy,Wolfe,005,RB,88,99,484147.59
00000216,Jamie,Maxwell,009,WR,48,124,800148.26
00000217,David,Adams,025,RB,6,319,317154.6
00000218,Jeffrey,Carr,018,QB,285,421,641003.86
00000219,David,Palmer,031,WR,118,66,337439.12
00000220,Michael,Harris,025,QB,151,381,513451.86
00000221,Daniel,Davis,003,QB,124,443,420939.16
00000222,Frank,Velez,010,QB,250,-30,611598.62
00000223,Charles,Mccann,027,WR,19,77,540088.44
00000224,Steven,Carter,019,WR,253,166,239023.42
00000225,Jonathan,Boyd,029,WR,190,173,137622.22
00000226,Brett,Dixon,028,RB,28,-6,881519.19
00000227,Alexander,Phillips,012,WR,259,195,865059.5
00000228,Douglas,Hill,032,RB,282,183,779866.21
00000229,Allen,Carroll,003,WR,119,140,725086.72
00000230,Jose,Aguirre,007,RB,297,352,750249.4
00000231,James,Mitchell,001,WR,212,48,146335.43
00000232,Jack,Griffin,032,QB,165,207,310123.46
00000233,Gary,Richardson,020,RB,272,-49,181036.94
00000234,Daniel,Jones,004,QB,129,317,353890.14
00000235,Joshua,Reid,017,WR,220,254,246159.81
00000236,Jeffery,Wong,010,RB,237,-1,454373.22
00000237,Cody,Kennedy,012,QB,246,87,336925.62
00000238,Nicholas,Kirby,009,QB,131,353,185943.33
00000239,David,Thompson,016,RB,293,265,774380.6
00000240,Gabriel,Porter,018,RB,32,440,392383.06
00000241,Dustin,Mosley,029,WR,90,395,725005.13
00000242,Brandon,Richardson,030,QB,260,360,144340.57
00000243,Michael,Howard,028,QB,3,201,782214.77
00000244,Seth,Love,025,WR,253,484,109305.48
00000245,Martin,Flores,022,RB,235,285,361497.4
00000246,Edward,Lee,020,WR,235,95,985138.38
00000247,Brandon,Huang,027,QB,134,242,709442.99
00000248,Todd,Gonzalez,006,RB,129,424,641473.59
00000249,Guy,Reed,030,WR,174,31,812549.7
00000250,John,Reid,002,RB,69,229,772095.71
00000251,Anthony,Higgins,016,QB,228,-8,860732.62
00000252,Leon,Peterson,025,WR,55,209,902479.28
00000253,Kenneth,Lynn,004,WR,188,61,634332.94
00000254,Daniel,Webster,027,QB,131,-78,998187.1
00000255,Robert,Roth,005,WR,119,54,890934.95
00000256,Patrick,Snyder,025,WR,258,156,429926.39
00000257,Brian,Myers,020,WR,296,137,921703.14
00000258,Leonard,Cole,017,WR,89,126,249412.75
00000259,Nicholas,Brooks,020,RB,219,359,741694.09
00000260,David,Rush,031,QB,150,322,920717.43
00000261,Peter,Lucas,014,RB,215,-67,558743.81
00000262,Kenneth,Rubio,015,QB,140,399,216584.2
00000263,Isaiah,Chapman,027,QB,52,388,752627.83
00000264,Timothy,Price,027,QB,164,411,630080.18
00000265,Erik,Sanchez,026,RB,97,-86,188547.83
00000266,Cory,Mckenzie,019,RB,296,306,337301.08
00000267,Dylan,Clay,010,WR,71,-90,127370.53
00000268,Jorge,Wolfe,031,WR,210,344,284656.87
00000269,Daniel,Davis,029,WR,87,277,349097.68
00000270,Marcus,Doyle,032,RB,32,235,699650.55
00000271,Andrew,Robinson,013,RB,214,237,251175.02
00000272,David,Davis,006,WR,160,357,320752.79
00000273,Daniel,Price,020,QB,211,468,761781.61
00000274,Andrew,Gonzalez,022,WR,41,497,442285.35
00000275,Joseph,Thornton,017,WR,177,4,747903.05
00000276,Kenneth,Burns,026,WR,91,309,733268.92
00000277,Logan,Mccoy,012,WR,203,-51,701827.49
00000278,David,Williams,024,WR,116,94,579628.23
00000279,Lance,Carey,011,WR,87,-47,512465.22
00000280,Jimmy,Sloan,018,RB,195,367,240533.75
00000281,David,Garcia,020,WR,271,487,153510.23
00000282,Christopher,Ashley,002,QB,207,179,201916.26
00000283,Shane,Clark,005,WR,182,4,655477.76
00000284,Jared,Stephens,021,WR,9,174,909211.68
00000285,Robert,James,010,QB,128,313,965851.63
00000286,Jacob,Dunn,029,RB,228,244,610275.64
00000287,John,Jones,010,QB,226,79,301510.39
00000288,Anthony,Jones,010,RB,284,355,370035.32
00000289,Jacob,Day,009,RB,241,495,923883.62
00000290,Anthony,Merritt,022,RB,24,392,388886.59
00000291,Michael,Lester,010,QB,111,-89,578820.47
00000292,Jeffery,Shea,008,QB,92,52,993129.55
00000293,Jon,White,026,RB,293,-10,501652.4
00000294,Jason,Thomas,013,QB,255,107,574466.69
00000295,Joel,Johnson,006,WR,244,-35,625701.67
00000296,Matthew,Mosley,023,RB,126,357,144225.62
00000297,Aaron,Wiley,029,RB,176,133,688865.97
00000298,Anthony,Miller,010,WR,181,139,407392.97
00000299,Caleb,Romero,002,QB,177,-78,849418.53
00000300,Jon,Jennings,005,QB,266,187,673492.43
00000301,Christopher,Wheeler,032,QB,16,161,525697.2
00000302,Phillip,Huang,032,RB,159,325,736152.46
00000303,Johnny,Wang,028,WR,108,92,165109.7
00000304,Mark,Poole,013,RB,80,179,570204.56
00000305,Isaac,Smith,026,WR,235,-28,352602.28
00000306,William,Smith,005,QB,145,169,520165.13
00000307,Noah,Cook,003,QB,4,435,447845.83
00000308,Jose,Reed,027,QB,160,239,809640.33
00000309,Nicholas,Hernandez,008,RB,236,187,467051.81
00000310,Christopher,Ward,028,QB,216,210,451291.98
00000311,Lucas,Morrison,032,WR,278,304,512891.64
00000312,Adam,Torres,005,RB,188,12,654734.82
00000313,Carlos,Rodriguez,026,QB,191,157,321292.85
00000314,Paul,Mccoy,020,QB,228,-90,935730.31
00000315,Wesley,Hernandez,032,WR,25,158,155461.55
00000316,Garrett,Campbell,027,WR,53,225,249216.11
00000317,Jason,Anderson,002,QB,6,272,847395.55
00000318,Bryan,Roy,029,RB,51,-15,255293.76
00000319,Nathaniel,Sweeney,002,QB,119,-65,380058.86
00000320,Robert,Lucas,003,QB,250,458,218015.75
00000321,Spencer,Rogers,013,RB,161,435,285077.68
00000322,Ryan,French,025,QB,2,41,869122.27
00000323,Timothy,Scott,028,WR,74,308,737598.94
00000324,Glenn,Davis,024,QB,116,358,623593.66
00000325,Todd,Hughes,016,QB,95,8,694811.43
00000326,Steven,Smith,023,QB,224,383,843216.63
00000327,David,Armstrong,013,RB,286,111,234880.02
00000328,Jeffrey,Mendoza,021,WR,136,106,545865.41
00000329,Logan,Cannon,012,WR,152,7,194436.44
00000330,Chris,Coleman,011,RB,163,297,745927.64
00000331,Wayne,Taylor,019,WR,94,56,815686.77
00000332,James,Singleton,010,WR,69,315,872605.35
00000333,Willie,Adams,015,RB,106,376,442819.34
00000334,Ryan,Collier,003,WR,27,-82,338090.88
00000335,Charles,Castillo,020,WR,78,468,216664.73
00000336,Christian,Bradley,009,WR,9,278,541367.48
00000337,Mark,Davis,005,QB,264,51,743720.61
00000338,Bryan,May,032,WR,277,208,770755.8
00000339,Joseph,Carter,001,WR,234,210,348369.13
00000340,Kevin,Mejia,005,WR,13,237,554412.22
00000341,Joshua,Lewis,032,WR,9,77,931013.64
00000342,Cristian,Bradford,020,WR,183,291,407281.01
00000343,John,Carter,021,WR,115,311,300020.5
00000344,Gregory,Yates,005,RB,25,112,768798.94
00000345,Joshua,Peterson,021,QB,16,426,871454.81
00000346,Michael,Briggs,011,QB,96,-4,845487.52
00000347,James,Hanson,026,QB,253,216,711769.89
00000348,David,Silva,016,RB,53,344,197807.59
00000349,Ethan,Gutierrez,032,RB,48,434,289439.88
00000350,Kenneth,Nguyen,008,QB,61,-47,752782.53
00000351,Brian,Gallegos,020,RB,264,306,579800.12
00000352,Shawn,Sanchez,032,QB,1,130,320640.08
00000353,Ryan,Short,025,QB,12,462,947147.03
00000354,Daniel,Gilbert,016,RB,208,259,794920.21
00000355,Steve,Jackson,019,RB,126,336,445322.43
00000356,Duane,Ritter,012,QB,228,258,475904.79
00000357,Shawn,Lane,023,RB,153,236,290537.94
00000358,Kenneth,Flores,006,WR,287,349,713931.92
00000359,Anthony,Jackson,027,RB,131,-84,501980.83
00000360,Steve,Lopez,020,WR,109,222,524515.51
00000361,Kenneth,Perkins,028,WR,112,-97,958227.15
00000362,Justin,Harris,006,RB,231,437,948833.09
00000363,Brandon,Benton,029,RB,286,260,204668.62
00000364,Manuel,Hill,013,WR,181,352,470333.54
00000365,Carlos,Vincent,019,QB,106,432,126494.02
00000366,John,Brewer,030,WR,16,50,320240.39
00000367,Ian,Smith,002,RB,139,123,936159.11
00000368,Joshua,Johnson,007,WR,162,435,320511.42
00000369,Christopher,Salazar,008,WR,145,293,372052.34
00000370,Michael,Ellison,031,QB,200,173,333564.58
00000371,James,Cain,003,RB,86,360,440941.85
00000372,James,Martin,015,RB,87,93,208241.59
00000373,Richard,Harrison,011,RB,203,441,475268.85
00000374,Juan,Oliver,009,QB,9,313,308230.37
00000375,Darius,Welch,022,QB,286,280,337536.08
00000376,Matthew,Price,027,QB,141,492,620801.13
00000377,Dylan,Peters,002,RB,143,296,495114.97
00000378,Benjamin,Nguyen,017,RB,165,87,724740.54
00000379,Stephen,Pennington,026,RB,106,-42,645786.99
00000380,John,Gardner,023,QB,101,416,680753.43
00000381,Zachary,Guerrero,027,WR,132,63,226047.67
00000382,Tyler,Barker,031,RB,224,355,434687.24
00000383,Tracy,Cervantes,009,RB,143,-92,977091.55
00000384,James,Campbell,020,WR,80,356,788560.83
00000385,Rodney,Barber,020,WR,52,183,208581.47
00000386,Joseph,Johnson,003,QB,61,418,942737.39
00000387,David,Guzman,026,QB,27,63,604690.91
00000388,Thomas,Green,011,RB,182,171,279739.2
00000389,Gregory,Reed,005,RB,24,-11,986325.85
00000390,Michael,Lopez,010,WR,134,-91,892829.44
00000391,Steven,Medina,019,RB,179,432,782289.19
00000392,Juan,Hampton,007,RB,173,329,620724.57
00000393,Brian,Hall,008,WR,35,497,528900.68
00000394,Thomas,Reyes,003,QB,88,192,999626.97
00000395,Kevin,Hampton,027,QB,44,10,672109.28
00000396,Eric,Orr,007,WR,119,-17,126387.12
00000397,Justin,Hester,024,WR,208,378,810982.59
00000398,Michael,Hernandez,019,WR,72,480,895878.99
00000399,Billy,Tanner,019,RB,217,463,278823.47
00000400,Brandon,Chavez,008,RB,228,-10,419872.56
00000401,Kenneth,Anderson,022,WR,220,143,966178.25
00000402,Sean,Smith,014,QB,6,381,759527.44
00000403,Terry,Freeman,027,RB,238,277,768126.18
00000404,James,Hill,008,WR,270,194,316797.26
00000405,David,Bell,007,WR,59,433,652574.77
00000406,Edward,Hurst,015,QB,21,110,903978.92
00000407,Michael,Gonzalez,030,RB,23,-21,898172.25
00000408,Andrew,Wallace,007,QB,218,221,988211.55
00000409,Larry,Villarreal,004,QB,224,27,809857.43
00000410,Jim,Summers,017,QB,3,312,722152.77
00000411,Tyler,Ward,017,WR,275,96,977758.92
00000412,Lucas,Salinas,008,QB,282,-63,110991.41
00000413,Miguel,Bell,013,WR,99,228,911449.8
00000414,Ronnie,Golden,001,RB,119,15,574225.51
00000415,William,Turner,024,QB,136,-83,512097.29
00000416,Howard,Hartman,007,RB,137,356,465374.63
00000417,Jonathan,Peters,010,QB,160,428,633461.64
00000418,Eric,Williams,007,WR,272,62,724181.44
00000419,Jeremiah,Davila,010,RB,294,456,498713.47
00000420,Casey,Jones,030,QB,269,-87,875459.21
00000421,Matthew,Gilbert,015,QB,284,-96,706438.91
00000422,Allen,Walker,010,WR,117,132,304302.74
00000423,Matthew,Graves,011,RB,38,492,417250.14
00000424,John,Brown,024,WR,293,33,211985.06
00000425,Timothy,Howard,029,WR,47,242,594997.24
00000426,Timothy,Rodriguez,019,QB,245,85,178782.96
00000427,Randy,Lee,028,QB,288,333,910165.73
00000428,Scott,Reeves,020,WR,134,300,157273.66
00000429,Danny,Smith,001,QB,155,-100,340639.05
00000430,George,Oconnell,027,WR,76,175,788717.74
00000431,Brian,Murphy,011,RB,285,355,979502.75
00000432,Victor,Herrera,027,WR,134,-41,433077.94
00000433,Julian,Sloan,030,QB,246,140,846198.39
00000434,Thomas,Young,017,WR,129,413,579263.32
00000435,Jonathan,Thomas,023,QB,103,402,793336.64
00000436,Jason,Keith,018,RB,111,228,203649.34
00000437,Melvin,Obrien,011,RB,4,-24,770836.85
00000438,Justin,Lopez,018,WR,2,243,923841.25
00000439,Larry,Parker,007,QB,284,188,372143.11
00000440,Anthony,Hess,008,RB,279,261,946589.67
00000441,David,Fields,008,QB,243,276,231298.6
00000442,Aaron,Rivera,022,RB,298,253,154548.91
00000443,Anthony,Sloan,013,WR,71,-29,697440.22
00000444,Joseph,Hill,002,QB,174,290,900111.19
00000445,Bruce,Peters,005,WR,265,242,790259.53
00000446,Jerry,Ramos,010,WR,244,112,206141.89
00000447,Kenneth,Rivera,027,QB,183,162,686102.21
00000448,Ryan,Hall,011,RB,189,132,791622.73
00000449,Thomas,Pratt,020,QB,225,226,966974.0
00000450,Jesus,Harris,004,RB,174,-35,212066.8
00000451,Michael,Davis,029,RB,71,-50,181595.68
00000452,Stephen,Barrett,027,RB,15,346,461091.52
00000453,Darrell,Hill,019,RB,136,264,126644.89
00000454,Gregory,Johnson,024,RB,192,-24,751358.8
00000455,Michael,Scott,010,RB,233,470,552229.77
00000456,Frank,Gonzales,032,RB,198,310,465649.85
00000457,Keith,Taylor,009,QB,37,316,594478.06
00000458,Steven,Flowers,016,QB,285,-58,459003.85
00000459,Ricardo,Bartlett,018,RB,189,-68,124428.23
00000460,Adam,Williams,026,QB,71,-84,278143.15
00000461,Stephen,Thompson,013,RB,239,-82,957809.41
00000462,Jack,Raymond,030,QB,122,-87,876239.99
00000463,John,Kirk,013,RB,76,142,553216.83
00000464,Jeffrey,Berg,010,RB,61,69,853429.87
00000465,Jeffery,Hale,014,WR,188,197,202102.59
00000466,Travis,Carlson,002,QB,218,354,981845.99
00000467,Anthony,Thomas,011,WR,236,48,135819.36
00000468,Jeffrey,Hughes,024,WR,210,-68,984170.92
00000469,Kevin,Thornton,022,WR,274,407,769672.73
00000470,Jeremy,Jordan,027,RB,4,-82,308418.18
00000471,Gary,Walters,004,WR,202,206,206542.14
00000472,Richard,Woods,002,QB,270,317,262334.06
00000473,Bill,Gregory,028,QB,55,-27,281899.22
00000474,Eduardo,Sandoval,010,QB,241,380,155453.97
00000475,Grant,Dillon,025,RB,94,-11,571555.38
00000476,Matthew,Miller,015,WR,105,83,550125.43
00000477,James,Flores,031,RB,77,275,861078.56
00000478,Nathaniel,Carroll,027,WR,134,194,130516.0
00000479,Hunter,Smith,010,QB,49,-52,475650.05
00000480,David,Espinoza,021,RB,215,291,504835.52
00000481,William,Pearson,008,RB,172,83,962300.57
00000482,Eric,Cooper,013,QB,127,199,901472.54
00000483,Joseph,Brown,018,RB,150,152,895154.96
00000484,Gary,Black,021,WR,187,113,474534.68
00000485,Andrew,Jackson,024,QB,85,185,242378.11
00000486,Jeremy,Davidson,008,WR,121,366,714542.07
00000487,James,Miller,001,QB,46,141,376268.9
00000488,Brian,Frazier,014,RB,28,285,450006.35
00000489,David,Rivera,001,QB,222,495,698696.62
00000490,Robert,Patel,026,QB,176,214,814147.66
00000491,Jose,Bird,012,QB,85,63,426199.53
00000492,Kevin,Floyd,020,WR,174,305,785102.41
00000493,Hunter,Fletcher,029,RB,262,447,189128.01
00000494,Bryan,Carson,002,WR,286,484,437987.47
00000495,Austin,Wilkerson,009,RB,137,339,265022.7
00000496,Patrick,Waller,018,QB,241,227,491606.0
00000497,George,Mcbride,029,QB,165,135,822217.19
00000498,Harold,Fletcher,028,WR,92,-29,357937.02
00000499,Vincent,Valencia,001,RB,43,466,963755.71
00000500,Robert,Hodge,016,RB,72,-37,397749.89
00000501,Dwayne,Baker,022,RB,41,119,439111.07
00000502,Kenneth,Garrison,032,RB,118,413,903839.16
00000503,Johnny,Lawson,019,WR,15,-85,425613.05
00000504,Gabriel,Moore,015,QB,65,277,394202.46
00000505,Michael,Keller,012,RB,184,106,984886.56
00000506,Eric,Valentine,005,RB,25,457,880013.04
00000507,Carl,Brown,009,RB,221,294,438636.06
00000508,Henry,Patterson,012,RB,121,475,860099.1
00000509,Jason,Roberts,027,RB,212,482,130232.53
00000510,John,Guerrero,017,QB,104,-27,338513.89
00000511,Joshua,Hancock,005,QB,127,13,989952.38
00000512,Thomas,Moody,031,QB,255,-93,192920.45
00000513,Jon,Hawkins,026,QB,108,366,780792.96
00000514,Dennis,Moore,001,RB,22,74,694141.67
